Food_ID,Food name and Description,Alternate/Common name(s),Water (g),"Energy, calculated (kcal)",Protein (g),Total Fat (g),"Carbohydrate, total (g)","Ash, total (g)",Image Link,Category
G145,Tilapia,,77.2,107.0,18.1,3.8,0.0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G145web.jpg,SEAFOODS
G146,"Tuna, frigate",Tulingan,72.5,119.0,24.0,2.6,0.0,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G146web.jpg,SEAFOODS
G147,"Tuna, yellow-fin",Tambakol,74.4,107.0,23.6,1.4,0.0,2.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G147web.jpg,SEAFOODS
G148,"Whiting, common",Asohos,77.0,89.0,21.1,0.5,0.0,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G148_copy1.png,SEAFOODS
G149,"Amber fish, dried","Tonto, daing",20.1,275.0,57.2,5.1,0.0,19.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa18.jpg,SEAFOODS
G150,"Anchovy, long-jawed, dried","Dilis, tuyo",12.6,318.0,69.0,4.7,0.0,14.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G1501.png,SEAFOODS
G151,"Anchovy, long-jawed, dried, ground","Dilis, giniling",5.2,351.0,82.0,2.6,0.0,10.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G1511.png,SEAFOODS
G152,"Fusilier, goldband, dried","Dalagang bukid, daing",33.4,214.0,42.6,4.9,0.0,15.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G152web.jpg,SEAFOODS
G153,"Catfish, freshwater, dried","Hito, daing",29.3,275.0,45.6,10.3,0.0,12.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G153web.jpg,SEAFOODS
G154,"Catfish, saltwater, dried","Kanduli, daing",38.3,201.0,43.9,2.8,0.0,15.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G154web.jpg,SEAFOODS
G155,"Cavalla, banded, dried","Talakitok/Maliputo, daing",41.6,218.0,44.2,4.6,0.0,9.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G155web.jpg,SEAFOODS
G156,"Cod, dried","Bakalaw, daing",27.8,218.0,51.8,1.2,0.0,19.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa19.jpg,SEAFOODS
G157,"Crab, mud/mangrove, meat, cnd","Alimango laman, de lata",73.2,102.0,23.5,0.8,0.3,2.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G157.png,SEAFOODS
G158,"Crevalle, deep-bellied, dried","Salay-salay aso, daing",38.6,288.0,43.6,12.6,0.0,5.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G158web1.jpg,SEAFOODS
G159,"Croaker, plain, dried","Alakaak, daing",35.9,201.0,41.9,3.7,0.0,18.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G159web.jpg,SEAFOODS
G160,"Eel, swamp, dried","Palos, daing",32.2,238.0,47.4,5.4,0.0,10.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G160web.jpg,SEAFOODS
G161,Fish ball,,68.4,121.0,8.6,0.5,20.6,1.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G161web.jpg,SEAFOODS
G162,"Fish ball, fried",,43.8,266.0,10.3,10.2,33.3,2.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G162web.jpg,SEAFOODS
G163,"Fish preparation, quekiam",Kikyam,68.3,129.0,4.2,2.1,23.4,2.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G163web.jpg,SEAFOODS
G164,"Flatfish/Brill, rough-scaled, dried","Dapa, tuyo",21.8,266.0,54.7,1.4,8.7,13.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa20.jpg,SEAFOODS
G165,"Flatfish/Brill, rough-scaled, dried","Dapa, daing",42.1,201.0,47.7,1.1,0.0,14.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa21.jpg,SEAFOODS
G166,"Gizzard shad, short-finned, dried","Kabasi, daing",46.5,149.0,26.0,5.0,0.0,22.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G166web.jpg,SEAFOODS
G166,"Gizzard shad, short-finned, dried","Kabasi, daing",46.5,149.0,26.0,5.0,0.0,22.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa22.jpg,SEAFOODS
G167,"Gizzard shad, short-finned, smoked","Kabasi, tinapa",65.1,130.0,26.6,2.6,0.0,5.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa22.jpg,SEAFOODS
G168,"Goby, flat-headed, dried","Biyang puti, daing",34.1,187.0,44.8,0.9,0.0,20.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G168web.jpg,SEAFOODS
G169,"Sinarapan, dried","Tabyos, tuyo",10.7,10.7,55.5,7.7,0.0,26.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa23.jpg,SEAFOODS
G170,"Grouper, whitespotted, dried","Lapu-lapu, daing",45.3,158.0,35.8,1.6,0.0,17.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G170web.jpg,SEAFOODS
G171,"Hard-tail, dried","Oriles, daing",43.8,219.0,48.7,2.7,0.0,8.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa24.jpg,SEAFOODS
G172,"Jellyfish, dried","Dikya, tuyo",68.2,69.0,7.2,0.5,8.8,15.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa25.jpg,SEAFOODS
G173,"Lizard fish, common, dried","Kalaso, daing",38.1,178.0,41.5,1.3,0.0,15.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa26.jpg,SEAFOODS
G174,"Mackerel scad, in tomato sce, cnd","Bakutut, sa tomato sce, de lata",72.8,147.0,13.4,9.4,2.2,2.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa27.jpg,SEAFOODS
G175,"Mackerel, short-bodied, dried","Hasa-hasa, tuyo",38.0,202.0,41.2,4.1,0.0,16.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G1751.png,SEAFOODS
G176,"Mackerel, short-bodied, smoked","Hasa-hasa, tinapa",61.6,139.0,29.8,2.2,0.0,6.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa28.jpg,SEAFOODS
D304,Ginger,Luya,88.8,46.0,1.1,0.8,8.5,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/D304.jpg,VEGETABLES
D305,Turmeric,Luyang dilaw,84.4,71.0,2.0,2.7,9.6,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/turmeric.png,VEGETABLES
G177,"Mackerel, Spanish, dried","Tangigi, daing",41.9,184.0,41.0,2.2,0.0,14.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa29.jpg,SEAFOODS
G178,"Mackerel, Indian, dried","Alumahan, daing",41.6,193.0,41.0,3.2,0.0,0.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa30.jpg,SEAFOODS
G179,"Mackerel, Indian, in tomato sce","Alumahan, sa tomato sce",76.1,105.0,16.5,4.1,0.0,2.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G179.png,SEAFOODS
G180,"Milkfish, dried","Bangus, daing",21.9,415.0,51.2,23.3,0.0,5.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G180.png,SEAFOODS
G181,"Milkfish, in natural oil, cnd","Bangus, salmon style, de lata",75.8,108.0,16.6,4.5,0.3,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G181.png,SEAFOODS
G182,"Milkfish, in spiced oil, cnd","Bangus, Spanish style, de lata",54.8,295.0,15.8,25.4,0.9,3.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G182resized.png,SEAFOODS
G183,"Milkfish, smoked","Bangus, tinapa",58.6,212.0,27.2,11.5,0.0,2.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa31.jpg,SEAFOODS
G184,"Mudfish/Murrel, striated, dried","Dalag, daing",38.1,215.0,45.7,3.6,0.0,13.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G184web.jpg,SEAFOODS
G185,"Mullet, black-finned, dried","Talilong, daing",45.6,189.0,31.3,7.1,0.0,16.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa32.jpg,SEAFOODS
G186,"Mullet, large-scaled, dried","Banak, daing",35.6,199.0,45.4,1.9,0.0,17.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G18web.jpg,SEAFOODS
G187,"Bream, doublewhip threadfin, dried","Bisugo, daing",40.8,162.0,35.4,2.3,0.0,21.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G187web.jpg,SEAFOODS
G188,"Oyster, dried","Talaba, tuyo",13.1,355.0,46.0,7.9,24.9,8.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa33.jpg,SEAFOODS
G189,"Parrot fish, daisy, dried","Isdang loro, daing",21.9,242.0,59.2,0.6,0.0,16.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa34.jpg,SEAFOODS
G190,"Emperor, pink ear, dried","Bitilla, tuyo",39.9,181.0,43.3,0.9,0.0,15.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa35.jpg,SEAFOODS
G191,"Seabream, goldsilk, dried","Bakokong moro, daing",40.4,193.0,40.1,3.6,0.0,15.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa36.jpg,SEAFOODS
G192,"Red snapper/Malabar, dried","Maya-maya, daing",34.0,204.0,45.0,2.7,0.0,14.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa37.jpg,SEAFOODS
G193,"Runner, rainbow, in oil, cnd","Salmon, sa mantika, de lata",59.7,192.0,20.4,8.2,9.0,2.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G193.png,SEAFOODS
G194,"Sardine, bombon, dried","Tawilis, tuyo",54.5,157.0,26.2,5.8,0.0,13.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G194.png,SEAFOODS
G195,"Sardine, bombon, smoked","Tawilis, tinapa",58.4,155.0,31.0,3.4,0.0,7.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G195.png,SEAFOODS
G196,"Sardine, fimbriated, fry, dried","Silinyasi, tuyo",40.3,183.0,40.9,2.1,0.0,16.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa38.jpg,SEAFOODS
G197,"Sardine, fimbriated, fry, dried","Silinyasi, daing",9.2,343.0,57.3,12.6,0.0,20.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa39.jpg,SEAFOODS
G198,"Sardine, fimbriated, smoked","Tabagak, tinapa",58.7,168.0,31.2,4.0,1.9,4.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G198.png,SEAFOODS
G199,"Sardine, Indian, dried","Tamban, daing",43.1,160.0,37.4,1.1,0.0,18.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G199.png,SEAFOODS
G200,"Sardine, Indian, dried","Tamban, tuyo",34.9,215.0,43.0,4.8,0.0,17.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G2001.png,SEAFOODS
G201,"Sardine, Indian, smoked","Tamban, tinapa",61.4,160.0,30.0,4.4,0.0,0.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa40.jpg,SEAFOODS
G202,"Sardines, in spiced oil, cnd","Sardinas, Spanish style, de lata",39.5,438.0,19.8,39.9,0.0,3.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G202_copy1.png,SEAFOODS
G203,"Sardines, in tomato sce, cnd","Sardinas, sa tomato sce, de lata",80.4,88.0,9.7,4.3,2.7,2.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G203_copy1.png,SEAFOODS
G204,"Sardines, smoked, cnd","Sardinas, tinapa, de lata",61.4,157.0,29.0,4.2,0.8,4.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G204.png,SEAFOODS
G205,"Scad, big-eye, dried","Matang baka, daing",40.8,175.0,39.8,1.7,0.0,17.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G205.png,SEAFOODS
G206,"Scad, big-eye, smoked","Matang baka, tinapa",64.7,134.0,25.5,3.6,0.0,6.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa41.jpg,SEAFOODS
G207,"Scad, round, dried","Galunggong, daing",38.8,199.0,41.1,3.8,0.0,16.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G207.png,SEAFOODS
G208,"Scad, round, smoked","Galunggong, tinapa",57.7,158.0,31.6,3.5,3.5,5.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G2081.png,SEAFOODS
G209,"Sea bass, dried","Apahap, daing",41.9,244.0,44.0,7.6,0.0,6.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa42.jpg,SEAFOODS
G210,"Shrimp, freshwater (small), dried","Tagunton, tuyo",15.4,246.0,23.1,2.3,33.2,26.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G210.png,SEAFOODS
G211,"Shrimp, sergestid, dried","Alamang, tuyo",21.6,283.0,52.4,3.6,10.2,12.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G211.png,SEAFOODS
G212,"Shrimp, small marine, dried",Hibe,25.0,263.0,57.4,2.2,3.4,12.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G212web.jpg,SEAFOODS
G213,"Siganid, javan, dried","Samaral, daing",47.3,184.0,42.5,1.6,0.0,8.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G213.png,SEAFOODS
G215,"Slipmouth, common, dried","Sapsap, daing",44.7,185.0,36.0,4.5,0.0,14.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G215.png,SEAFOODS
G216,"Slipmouth, common, dried","Sapsap, tuyo",37.1,214.0,42.8,4.7,0.0,15.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G216web.jpg,SEAFOODS
G217,"Squid, dried","Pusit, tuyo",28.1,289.0,62.3,4.4,0.0,5.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G2171.png,SEAFOODS
G218,"Sting ray, honeycomb, dried","Paging, bulik, daing",34.2,209.0,49.0,0.9,1.3,14.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa43.jpg,SEAFOODS
G219,"Surgeonfish, blue-lined, dried","Labahita, daing",42.1,186.0,186.0,5.2,0.0,17.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G219web.jpg,SEAFOODS
G220,"Swordfish, dried","Malasugi, daing",42.8,250.0,53.5,4.0,0.0,10.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G220.png,SEAFOODS
G221,"Theraponid, silvery, dried","Ayungin, tuyo",11.5,340.0,54.6,13.5,0.0,20.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G221.png,SEAFOODS
G222,"Tilapia, dried",,16.1,313.0,60.6,7.8,0.0,19.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G222.png,SEAFOODS
G223,"Tuna adobo, cnd",,71.9,140.0,14.0,7.6,4.0,2.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G2231.png,SEAFOODS
G224,"Tuna fillet, in soya oil, cnd",,47.6,309.0,28.6,21.6,0.0,2.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G224.png,SEAFOODS
G225,"Tuna fillet, in veg oil, cnd",,53.1,258.0,28.0,15.9,0.6,2.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G225web.jpg,SEAFOODS
G226,"Tuna flakes, in brine, cnd",,77.5,95.0,17.9,2.6,0.1,1.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G2261.png,SEAFOODS
G227,"Tuna flakes, in veg oil, cnd",,54.3,309.0,15.4,26.7,1.7,1.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G2271.png,SEAFOODS
G228,"Tuna mechado, cnd",,74.3,121.0,11.1,5.7,6.3,2.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G2281.png,SEAFOODS
G229,"Tuna sardines, in oil, cnd",,67.6,183.0,16.4,12.5,12.5,2.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G229.png,SEAFOODS
G230,"Tuna spread, cnd",,47.3,331.0,25.2,25.6,0.0,1.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa44.jpg,SEAFOODS
G231,"Tuna, frigate, dried","Tulingan, daing",27.8,251.0,52.7,2.4,4.7,12.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/G231.png,SEAFOODS
G232,"Tuna, yellow-fin, dried","Tambakol, daing",29.4,230.0,54.5,1.3,0.0,13.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa45.jpg,SEAFOODS
H001,"Egg, ant","Itlog, langgam",71.0,124.0,17.4,3.8,5.0,2.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/H001web.jpg,PROTEIN FOODS
H002,"Egg, chicken, white","Itlog, manok, puti",84.6,61.0,12.7,0.2,2.0,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/H002web.jpg,PROTEIN FOODS
H003,"Egg, chicken, whole","Itlog, manok, buo",76.0,139.0,12.3,9.4,1.4,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/H003web.jpg,PROTEIN FOODS
H004,"Egg, chicken, whole, boiled","Itlog, manok, buo, nilaga",72.4,166.0,14.0,12.0,12.0,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/H004web.jpg,PROTEIN FOODS
H005,"Egg, chicken, yolk","Itlog, manok, pula",53.4,316.0,14.3,27.0,3.9,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/H005web.jpg,PROTEIN FOODS
H006,"Egg, duck, white","Itlog, pato, puti",85.5,56.0,13.8,0.1,0.0,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/H0061.png,PROTEIN FOODS
H007,"Egg, duck, whole","Itlog, pato, buo",70.6,177.0,11.7,12.6,4.1,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/H0071.png,PROTEIN FOODS
H008,"Egg, duck, yolk","Itlog, pato, pula",48.0,357.0,16.4,31.0,3.1,1.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/H0081.png,PROTEIN FOODS
H010,"Egg, quail","Itlog, pugo",73.9,153.0,11.8,10.6,2.7,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/H010web.jpg,PROTEIN FOODS
H011,"Egg, quail, boiled","Itlog, pugo, nilaga",74.6,150.0,11.8,10.4,2.2,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/H011web.jpg,PROTEIN FOODS
H015,"Egg, duck, century",Century egg/Pidan,58.8,215.0,12.5,11.6,15.1,2.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/H015web.jpg,PROTEIN FOODS
H016,"Egg, duck, fertilized, boiled","Balut, nilaga",71.5,172.0,12.8,12.4,2.2,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/H016web.jpg,PROTEIN FOODS
H017,"Egg, duck, fertilized, embryo","Balut, sisiw",86.0,55.0,9.6,0.7,2.6,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/H017web.jpg,PROTEIN FOODS
H018,"Egg, duck, fertilized, white","Balut, bato",65.7,137.0,25.4,0.6,7.6,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/H0181.png,PROTEIN FOODS
H019,"Egg, duck, fertilized, yolk","Balut, pula",49.4,352.0,14.8,31.2,2.9,1.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/H019web.jpg,PROTEIN FOODS
H020,"Egg, duck, infertile, boiled","Penoy, nilaga",67.5,198.0,13.6,14.4,3.5,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/H020online.jpg,PROTEIN FOODS
H021,"Egg, duck, whole, salted","Itlog, pato, maalat",66.5,192.0,13.6,13.3,4.4,2.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/H021web.jpg,PROTEIN FOODS
H022,"Egg, quail, pickled","Itlog, pugo, pickled",80.5,102.0,8.1,6.9,1.8,2.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/H022.png,PROTEIN FOODS
H023,"Egg mass, sea hare",Lukot,95.5,17.0,2.4,0.2,1.3,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa82.jpg,PROTEIN FOODS
J001,"Cheese, cheddar, pasteurized, processed",,41.7,322.0,21.7,22.7,7.8,6.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/J001web.jpg,DAIRY PRODUCTS
J002,"Cheese, cottage",,78.6,94.0,13.2,3.0,3.6,1.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaaa27.jpg,DAIRY PRODUCTS
J003,"Cheese, filled",,49.6,297.0,16.2,23.4,5.5,5.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa47.jpg,DAIRY PRODUCTS
J004,"Cheese, native",Kesong puti,52.0,299.0,13.2,25.0,5.3,4.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/J0041.png,DAIRY PRODUCTS
J005,"Cheese, pimiento",,40.0,354.0,19.9,27.9,5.8,6.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/J0051.png,DAIRY PRODUCTS
J006,"Cheese, spread",,69.0,210.0,14.0,11.0,13.7,6.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/J0061.png,DAIRY PRODUCTS
J007,Cream,Krema,69.0,241.0,2.3,23.9,4.2,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/J007web.jpg,DAIRY PRODUCTS
J008,Ice cream,Sorbetes/Street ice cream,71.5,157.0,4.2,9.5,13.7,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa48.jpg,DAIRY PRODUCTS
J009,"Ice cream, strawberry flvr","Sorbetes, lasang strawberry",67.2,183.0,3.4,10.9,17.7,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/J0091.png,DAIRY PRODUCTS
J010,"Milk drink, cultured",,82.4,71.0,1.2,0.2,16.0,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/J010_(2).png,DAIRY PRODUCTS
J011,"Milk drink, recon, strawberry, UHT",,84.5,66.0,2.9,1.2,10.8,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/J011.png,DAIRY PRODUCTS
J012,"Milk, buttermilk","Gatas, buttermilk",89.1,43.0,3.5,0.5,6.2,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/To_be_supplied_Photo_copy3.jpg,DAIRY PRODUCTS
J013,"Milk, carabao","Gatas, kalabaw",80.0,124.0,5.4,9.5,4.3,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/J013web.jpg,DAIRY PRODUCTS
J014,"Milk, cow","Gatas, baka",87.5,65.0,3.3,3.6,4.8,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/J014web.jpg,DAIRY PRODUCTS
J015,"Milk, evaporated","Gatas, evaporada",71.3,148.0,7.7,7.8,11.7,1.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/J015web.jpg,DAIRY PRODUCTS
J016,"Milk, evaporated, filled","Gatas, evaporada, filled",74.2,120.0,7.6,4.8,11.6,1.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/J016web.jpg,DAIRY PRODUCTS
J017,"Milk, goat","Gatas, kambing",86.2,73.0,3.6,4.1,5.3,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa49.jpg,DAIRY PRODUCTS
J018,"Milk, human",Gatas ng ina/Breast milk,87.3,68.0,1.4,3.5,7.6,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/J018online2.jpg,DAIRY PRODUCTS
J019,"Milk, pwdr, filled, inst","Gatas, pulbos, filled, inst",2.2,508.0,26.2,28.0,37.8,5.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/J019web.jpg,DAIRY PRODUCTS
J020,"Milk, pwdr, full cream","Gatas, pulbos, full cream",2.8,480.0,24.1,22.5,45.2,5.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/j020online.jpg,DAIRY PRODUCTS
J021,"Milk, pwdr, infant formula","Gatas, pulbos, infant formula",2.4,389.0,18.3,3.0,72.2,4.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/J0211.png,DAIRY PRODUCTS
J022,"Milk, pwdr, non-fat, inst","Gatas, pulbos, non-fat, inst",3.6,361.0,34.9,1.0,53.1,7.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaaa29.jpg,DAIRY PRODUCTS
J023,"Milk, pwdr, skim","Gatas, pulbos, skim",2.4,362.0,40.8,0.8,48.0,8.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/J023.png,DAIRY PRODUCTS
J024,"Milk, recombined","Gatas, recombined",83.8,87.0,5.2,5.5,4.2,1.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/J024.png,DAIRY PRODUCTS
J025,"Milk, sweetn, cond, filled","Gatas, kondensada, filled",23.4,334.0,8.5,7.0,59.3,1.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/J025web.jpg,DAIRY PRODUCTS
J026,Yoghurt,,83.6,83.0,5.3,4.5,5.4,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/J026web.jpg,DAIRY PRODUCTS
K001,Butter,Mantekilya,16.0,772.0,0.5,85.5,0.0,1.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/K001web.jpg,FATS AND OILS
K002,Coconut milk,"Niyog, gata",56.9,343.0,5.5,34.8,1.9,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/K002web.jpg,FATS AND OILS
K003,"Fat, pork","Mantika, baboy",0.0,900.0,0.0,100.0,0.0,0.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/K0031.png,FATS AND OILS
K004,Margarine,Margarina,10.9,831.0,0.3,91.9,0.5,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/K0041.png,FATS AND OILS
K006,"Margarine, fortified",,8.6,818.0,0.1,90.8,0.0,3.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/K0061.png,FATS AND OILS
K007,Mayonnaise,,17.7,715.0,1.2,78.3,1.4,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/K007web.jpg,FATS AND OILS
K008,"Oil, coconut","Langis, niyog",0.0,892.0,0.0,99.1,0.0,0.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/K008web.jpg,FATS AND OILS
K009,"Oil, corn","Langis, mais",0.4,896.0,0.0,99.6,0.0,0.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/K009web.jpg,FATS AND OILS
K010,"Oil, fish","Aseyte/aceite, isda",0.0,900.0,0.0,100.0,0.0,0.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa50.jpg,FATS AND OILS
K011,Sandwich spread,,42.9,366.0,0.7,29.4,24.7,2.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/K011web.jpg,FATS AND OILS
M001,"Breadfruit, candied","Rimas, candied",15.1,341.0,0.6,0.5,83.4,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaa52.jpg,DESSERTS
M002,"Candy bar, peanut",Matamis na mani,2.3,535.0,20.3,29.9,46.1,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaaaaa33.jpg,DESSERTS
